-------------------------------------
Boss DS-330 Memory dump
-------------------------------------
SystemParams Zone 0x100000 (packed: 0x400000) 0x000080 (packed: 0x000100) BYTES
-------------------------------------
0x100000 (packed: 0x400000)=00040000        SystemParams Zone/SystemParams/Tune
0x1200FC (packed: 0x48017C)=40              Bulk Dump/block[0]/BulkPatchParams/BEND/TVA
0x1200FE (packed: 0x48017E)=00              Bulk Dump/block[0]/BulkPatchParams/BEND/reserved
0x120100 (packed: 0x480200)=40              Bulk Dump/block[0]/BulkPatchParams/BEND/LFO1/Rate
0x120102 (packed: 0x480202)=00              Bulk Dump/block[0]/BulkPatchParams/BEND/LFO1/Pitch
0x120104 (packed: 0x480204)=00              Bulk Dump/block[0]/BulkPatchParams/BEND/LFO1/TVF
0x120106 (packed: 0x480206)=00              Bulk Dump/block[0]/BulkPatchParams/BEND/LFO1/TVA
0x120108 (packed: 0x480208)=40              Bulk Dump/block[0]/BulkPatchParams/BEND/LFO2/Rate
0x12010A (packed: 0x48020A)=00              Bulk Dump/block[0]/BulkPatchParams/BEND/LFO2/Pitch
0x12010C (packed: 0x48020C)=00              Bulk Dump/block[0]/BulkPatchParams/BEND/LFO2/TVF
0x12010E (packed: 0x48020E)=00              Bulk Dump/block[0]/BulkPatchParams/BEND/LFO2/TVA
0x120110 (packed: 0x480210)=40              Bulk Dump/block[0]/BulkPatchParams/CAF/Pitch
0x120112 (packed: 0x480212)=40              Bulk Dump/block[0]/BulkPatchParams/CAF/TVF
0x120114 (packed: 0x480214)=40              Bulk Dump/block[0]/BulkPatchParams/CAF/TVA
0x120116 (packed: 0x480216)=40              Bulk Dump/block[0]/BulkPatchParams/CAF/reserved
0x120118 (packed: 0x480218)=40              Bulk Dump/block[0]/BulkPatchParams/CAF/LFO1/Rate
0x12011A (packed: 0x48021A)=00              Bulk Dump/block[0]/BulkPatchParams/CAF/LFO1/Pitch
0x12011C (packed: 0x48021C)=00              Bulk Dump/block[0]/BulkPatchParams/CAF/LFO1/TVF
0x12011E (packed: 0x48021E)=00              Bulk Dump/block[0]/BulkPatchParams/CAF/LFO1/TVA
0x120120 (packed: 0x480220)=40              Bulk Dump/block[0]/BulkPatchParams/CAF/LFO2/Rate
0x120122 (packed: 0x480222)=00              Bulk Dump/block[0]/BulkPatchParams/CAF/LFO2/Pitch
0x120124 (packed: 0x480224)=00              Bulk Dump/block[0]/BulkPatchParams/CAF/LFO2/TVF
0x120126 (packed: 0x480226)=00              Bulk Dump/block[0]/BulkPatchParams/CAF/LFO2/TVA
0x120128 (packed: 0x480228)=40              Bulk Dump/block[0]/BulkPatchParams/PAF/Pitch
0x12012A (packed: 0x48022A)=40              Bulk Dump/block[0]/BulkPatchParams/PAF/TVF
0x12012C (packed: 0x48022C)=40              Bulk Dump/block[0]/BulkPatchParams/PAF/TVA
0x12012E (packed: 0x48022E)=40              Bulk Dump/block[0]/BulkPatchParams/PAF/reserved
0x120130 (packed: 0x480230)=40              Bulk Dump/block[0]/BulkPatchParams/PAF/LFO1/Rate
0x120132 (packed: 0x480232)=00              Bulk Dump/block[0]/BulkPatchParams/PAF/LFO1/Pitch
0x120134 (packed: 0x480234)=00              Bulk Dump/block[0]/BulkPatchParams/PAF/LFO1/TVF
0x120136 (packed: 0x480236)=00              Bulk Dump/block[0]/BulkPatchParams/PAF/LFO1/TVA
0x120138 (packed: 0x480238)=40              Bulk Dump/block[0]/BulkPatchParams/PAF/LFO2/Rate
0x12013A (packed: 0x48023A)=00              Bulk Dump/block[0]/BulkPatchParams/PAF/LFO2/Pitch
0x12013C (packed: 0x48023C)=00              Bulk Dump/block[0]/BulkPatchParams/PAF/LFO2/TVF
0x12013E (packed: 0x48023E)=00              Bulk Dump/block[0]/BulkPatchParams/PAF/LFO2/TVA
0x120140 (packed: 0x480240)=40              Bulk Dump/block[0]/BulkPatchParams/CC1/Pitch
0x120142 (packed: 0x480242)=40              Bulk Dump/block[0]/BulkPatchParams/CC1/TVF
0x120144 (packed: 0x480244)=40              Bulk Dump/block[0]/BulkPatchParams/CC1/TVA
0x120146 (packed: 0x480246)=00              Bulk Dump/block[0]/BulkPatchParams/CC1/reserved
0x120148 (packed: 0x480248)=40              Bulk Dump/block[0]/BulkPatchParams/CC1/LFO1/Rate
0x12014A (packed: 0x48024A)=00              Bulk Dump/block[0]/BulkPatchParams/CC1/LFO1/Pitch
0x12014C (packed: 0x48024C)=00              Bulk Dump/block[0]/BulkPatchParams/CC1/LFO1/TVF
0x12014E (packed: 0x48024E)=00              Bulk Dump/block[0]/BulkPatchParams/CC1/LFO1/TVA
0x120150 (packed: 0x480250)=40              Bulk Dump/block[0]/BulkPatchParams/CC1/LFO2/Rate
0x120152 (packed: 0x480252)=00              Bulk Dump/block[0]/BulkPatchParams/CC1/LFO2/Pitch
0x120154 (packed: 0x480254)=00              Bulk Dump/block[0]/BulkPatchParams/CC1/LFO2/TVF
0x120156 (packed: 0x480256)=00              Bulk Dump/block[0]/BulkPatchParams/CC1/LFO2/TVA
0x120158 (packed: 0x480258)=40              Bulk Dump/block[0]/BulkPatchParams/CC2/Pitch
0x12015A (packed: 0x48025A)=40              Bulk Dump/block[0]/BulkPatchParams/CC2/TVF
0x12015C (packed: 0x48025C)=40              Bulk Dump/block[0]/BulkPatchParams/CC2/TVA
0x12015E (packed: 0x48025E)=00              Bulk Dump/block[0]/BulkPatchParams/CC2/reserved
0x120160 (packed: 0x480260)=40              Bulk Dump/block[0]/BulkPatchParams/CC2/LFO1/Rate
0x120162 (packed: 0x480262)=00              Bulk Dump/block[0]/BulkPatchParams/CC2/LFO1/Pitch
0x120164 (packed: 0x480264)=00              Bulk Dump/block[0]/BulkPatchParams/CC2/LFO1/TVF
0x120166 (packed: 0x480266)=00              Bulk Dump/block[0]/BulkPatchParams/CC2/LFO1/TVA
0x120168 (packed: 0x480268)=40              Bulk Dump/block[0]/BulkPatchParams/CC2/LFO2/Rate
0x12016A (packed: 0x48026A)=00              Bulk Dump/block[0]/BulkPatchParams/CC2/LFO2/Pitch
0x12016C (packed: 0x48026C)=00              Bulk Dump/block[0]/BulkPatchParams/CC2/LFO2/TVF
0x12016E (packed: 0x48026E)=00              Bulk Dump/block[0]/BulkPatchParams/CC2/LFO2/TVA
0x120170 (packed: 0x480270)=0007            Bulk Dump/block[1]/BulkPatchParams/Tone Command and Program Change
0x120174 (packed: 0x480274)=FFFF            Bulk Dump/block[1]/BulkPatchParams/Rx Mask
0x120178 (packed: 0x480278)=00              Bulk Dump/block[1]/BulkPatchParams/Channel
0x12017A (packed: 0x48027A)=81              Bulk Dump/block[1]/BulkPatchParams/unknown1
0x12017C (packed: 0x48027C)=40              Bulk Dump/block[1]/BulkPatchParams/Pitch Coarse
0x12017E (packed: 0x48027E)=80              Bulk Dump/block[1]/BulkPatchParams/Pitch Fine
0x120180 (packed: 0x480300)=64              Bulk Dump/block[1]/BulkPatchParams/Level
0x120182 (packed: 0x480302)=40              Bulk Dump/block[1]/BulkPatchParams/Velocity
0x120184 (packed: 0x480304)=40              Bulk Dump/block[1]/BulkPatchParams/Velocity Shift
0x120186 (packed: 0x480306)=40              Bulk Dump/block[1]/BulkPatchParams/Panning
0x120188 (packed: 0x480308)=00              Bulk Dump/block[1]/BulkPatchParams/Note range low
0x12018A (packed: 0x48030A)=7F              Bulk Dump/block[1]/BulkPatchParams/Note range high
0x12018C (packed: 0x48030C)=28              Bulk Dump/block[1]/BulkPatchParams/Chorus Level
0x12018E (packed: 0x48030E)=28              Bulk Dump/block[1]/BulkPatchParams/Reverb Level
0x120190 (packed: 0x480310)=40              Bulk Dump/block[1]/BulkPatchParams/BulkToneParams/Vibrato Rate
0x120192 (packed: 0x480312)=40              Bulk Dump/block[1]/BulkPatchParams/BulkToneParams/Vibrato Depth
0x120194 (packed: 0x480314)=40              Bulk Dump/block[1]/BulkPatchParams/BulkToneParams/TVF Cutoff
0x120196 (packed: 0x480316)=40              Bulk Dump/block[1]/BulkPatchParams/BulkToneParams/TVF Resonance
0x120198 (packed: 0x480318)=40              Bulk Dump/block[1]/BulkPatchParams/BulkToneParams/Attack
0x12019A (packed: 0x48031A)=40              Bulk Dump/block[1]/BulkPatchParams/BulkToneParams/Decay
0x12019C (packed: 0x48031C)=40              Bulk Dump/block[1]/BulkPatchParams/BulkToneParams/Release
0x12019E (packed: 0x48031E)=40              Bulk Dump/block[1]/BulkPatchParams/BulkToneParams/Vibrato Delay
0x1201A0 (packed: 0x480320)=00              Bulk Dump/block[1]/BulkPatchParams/unknown
0x1201A2 (packed: 0x480322)=00              Bulk Dump/block[1]/BulkPatchParams/unknown
0x1201A4 (packed: 0x480324)=404040404040404040404040 Bulk Dump/block[1]/BulkPatchParams/Fine Tune
0x1201BC (packed: 0x48033C)=10              Bulk Dump/block[1]/BulkPatchParams/CC1
0x1201BE (packed: 0x48033E)=11              Bulk Dump/block[1]/BulkPatchParams/CC2
0x1201C0 (packed: 0x480340)=40              Bulk Dump/block[1]/BulkPatchParams/MOD/Pitch
0x1201C2 (packed: 0x480342)=40              Bulk Dump/block[1]/BulkPatchParams/MOD/TVF
0x1201C4 (packed: 0x480344)=40              Bulk Dump/block[1]/BulkPatchParams/MOD/TVA
0x1201C6 (packed: 0x480346)=00              Bulk Dump/block[1]/BulkPatchParams/MOD/reserved
0x1201C8 (packed: 0x480348)=40              Bulk Dump/block[1]/BulkPatchParams/MOD/LFO1/Rate
0x1201CA (packed: 0x48034A)=0A              Bulk Dump/block[1]/BulkPatchParams/MOD/LFO1/Pitch
0x1201CC (packed: 0x48034C)=00              Bulk Dump/block[1]/BulkPatchParams/MOD/LFO1/TVF
0x1201CE (packed: 0x48034E)=00              Bulk Dump/block[1]/BulkPatchParams/MOD/LFO1/TVA
0x1201D0 (packed: 0x480350)=40              Bulk Dump/block[1]/BulkPatchParams/MOD/LFO2/Rate
0x1201D2 (packed: 0x480352)=00              Bulk Dump/block[1]/BulkPatchParams/MOD/LFO2/Pitch
0x1201D4 (packed: 0x480354)=00              Bulk Dump/block[1]/BulkPatchParams/MOD/LFO2/TVF
0x1201D6 (packed: 0x480356)=00              Bulk Dump/block[1]/BulkPatchParams/MOD/LFO2/TVA
0x1201D8 (packed: 0x480358)=42              Bulk Dump/block[1]/BulkPatchParams/BEND/Pitch
0x1201DA (packed: 0x48035A)=40              Bulk Dump/block[1]/BulkPatchParams/BEND/TVF
0x1201DC (packed: 0x48035C)=40              Bulk Dump/block[1]/BulkPatchParams/BEND/TVA
0x1201DE (packed: 0x48035E)=00              Bulk Dump/block[1]/BulkPatchParams/BEND/reserved
0x1201E0 (packed: 0x480360)=40              Bulk Dump/block[1]/BulkPatchParams/BEND/LFO1/Rate
0x1201E2 (packed: 0x480362)=00              Bulk Dump/block[1]/BulkPatchParams/BEND/LFO1/Pitch
0x1201E4 (packed: 0x480364)=00              Bulk Dump/block[1]/BulkPatchParams/BEND/LFO1/TVF
0x1201E6 (packed: 0x480366)=00              Bulk Dump/block[1]/BulkPatchParams/BEND/LFO1/TVA
0x1201E8 (packed: 0x480368)=40              Bulk Dump/block[1]/BulkPatchParams/BEND/LFO2/Rate
0x1201EA (packed: 0x48036A)=00              Bulk Dump/block[1]/BulkPatchParams/BEND/LFO2/Pitch
0x1201EC (packed: 0x48036C)=00              Bulk Dump/block[1]/BulkPatchParams/BEND/LFO2/TVF
0x1201EE (packed: 0x48036E)=00              Bulk Dump/block[1]/BulkPatchParams/BEND/LFO2/TVA
0x1201F0 (packed: 0x480370)=40              Bulk Dump/block[1]/BulkPatchParams/CAF/Pitch
0x1201F2 (packed: 0x480372)=40              Bulk Dump/block[1]/BulkPatchParams/CAF/TVF
0x1201F4 (packed: 0x480374)=40              Bulk Dump/block[1]/BulkPatchParams/CAF/TVA
0x1201F6 (packed: 0x480376)=40              Bulk Dump/block[1]/BulkPatchParams/CAF/reserved
0x1201F8 (packed: 0x480378)=40              Bulk Dump/block[1]/BulkPatchParams/CAF/LFO1/Rate
0x1201FA (packed: 0x48037A)=00              Bulk Dump/block[1]/BulkPatchParams/CAF/LFO1/Pitch
0x1201FC (packed: 0x48037C)=00              Bulk Dump/block[1]/BulkPatchParams/CAF/LFO1/TVF
0x1201FE (packed: 0x48037E)=00              Bulk Dump/block[1]/BulkPatchParams/CAF/LFO1/TVA
0x120200 (packed: 0x480400)=40              Bulk Dump/block[1]/BulkPatchParams/CAF/LFO2/Rate
0x120202 (packed: 0x480402)=00              Bulk Dump/block[1]/BulkPatchParams/CAF/LFO2/Pitch
0x120204 (packed: 0x480404)=00              Bulk Dump/block[1]/BulkPatchParams/CAF/LFO2/TVF
0x120206 (packed: 0x480406)=00              Bulk Dump/block[1]/BulkPatchParams/CAF/LFO2/TVA
0x120208 (packed: 0x480408)=40              Bulk Dump/block[1]/BulkPatchParams/PAF/Pitch
0x12020A (packed: 0x48040A)=40              Bulk Dump/block[1]/BulkPatchParams/PAF/TVF
0x12020C (packed: 0x48040C)=40              Bulk Dump/block[1]/BulkPatchParams/PAF/TVA
0x12020E (packed: 0x48040E)=40              Bulk Dump/block[1]/BulkPatchParams/PAF/reserved
0x120210 (packed: 0x480410)=40              Bulk Dump/block[1]/BulkPatchParams/PAF/LFO1/Rate
0x120212 (packed: 0x480412)=00              Bulk Dump/block[1]/BulkPatchParams/PAF/LFO1/Pitch
0x120214 (packed: 0x480414)=00              Bulk Dump/block[1]/BulkPatchParams/PAF/LFO1/TVF
0x120216 (packed: 0x480416)=00              Bulk Dump/block[1]/BulkPatchParams/PAF/LFO1/TVA
0x120218 (packed: 0x480418)=40              Bulk Dump/block[1]/BulkPatchParams/PAF/LFO2/Rate
0x12021A (packed: 0x48041A)=00              Bulk Dump/block[1]/BulkPatchParams/PAF/LFO2/Pitch
0x12021C (packed: 0x48041C)=00              Bulk Dump/block[1]/BulkPatchParams/PAF/LFO2/TVF
0x12021E (packed: 0x48041E)=00              Bulk Dump/block[1]/BulkPatchParams/PAF/LFO2/TVA
0x120220 (packed: 0x480420)=40              Bulk Dump/block[1]/BulkPatchParams/CC1/Pitch
0x120222 (packed: 0x480422)=40              Bulk Dump/block[1]/BulkPatchParams/CC1/TVF
0x120224 (packed: 0x480424)=40              Bulk Dump/block[1]/BulkPatchParams/CC1/TVA
0x120226 (packed: 0x480426)=00              Bulk Dump/block[1]/BulkPatchParams/CC1/reserved
0x120228 (packed: 0x480428)=40              Bulk Dump/block[1]/BulkPatchParams/CC1/LFO1/Rate
0x12022A (packed: 0x48042A)=00              Bulk Dump/block[1]/BulkPatchParams/CC1/LFO1/Pitch
0x12022C (packed: 0x48042C)=00              Bulk Dump/block[1]/BulkPatchParams/CC1/LFO1/TVF
0x12022E (packed: 0x48042E)=00              Bulk Dump/block[1]/BulkPatchParams/CC1/LFO1/TVA
0x120230 (packed: 0x480430)=40              Bulk Dump/block[1]/BulkPatchParams/CC1/LFO2/Rate
0x120232 (packed: 0x480432)=00              Bulk Dump/block[1]/BulkPatchParams/CC1/LFO2/Pitch
0x120234 (packed: 0x480434)=00              Bulk Dump/block[1]/BulkPatchParams/CC1/LFO2/TVF
0x120236 (packed: 0x480436)=00              Bulk Dump/block[1]/BulkPatchParams/CC1/LFO2/TVA
0x120238 (packed: 0x480438)=40              Bulk Dump/block[1]/BulkPatchParams/CC2/Pitch
0x12023A (packed: 0x48043A)=40              Bulk Dump/block[1]/BulkPatchParams/CC2/TVF
0x12023C (packed: 0x48043C)=40              Bulk Dump/block[1]/BulkPatchParams/CC2/TVA
0x12023E (packed: 0x48043E)=00              Bulk Dump/block[1]/BulkPatchParams/CC2/reserved
0x120240 (packed: 0x480440)=40              Bulk Dump/block[1]/BulkPatchParams/CC2/LFO1/Rate
0x120242 (packed: 0x480442)=00              Bulk Dump/block[1]/BulkPatchParams/CC2/LFO1/Pitch
0x120244 (packed: 0x480444)=00              Bulk Dump/block[1]/BulkPatchParams/CC2/LFO1/TVF
0x120246 (packed: 0x480446)=00              Bulk Dump/block[1]/BulkPatchParams/CC2/LFO1/TVA
0x120248 (packed: 0x480448)=40              Bulk Dump/block[1]/BulkPatchParams/CC2/LFO2/Rate
0x12024A (packed: 0x48044A)=00              Bulk Dump/block[1]/BulkPatchParams/CC2/LFO2/Pitch
0x12024C (packed: 0x48044C)=00              Bulk Dump/block[1]/BulkPatchParams/CC2/LFO2/TVF
0x12024E (packed: 0x48044E)=00              Bulk Dump/block[1]/BulkPatchParams/CC2/LFO2/TVA
0x120250 (packed: 0x480450)=0000            Bulk Dump/block[2]/BulkPatchParams/Tone Command and Program Change
0x120254 (packed: 0x480454)=FFFF            Bulk Dump/block[2]/BulkPatchParams/Rx Mask
0x120258 (packed: 0x480458)=01              Bulk Dump/block[2]/BulkPatchParams/Channel
0x12025A (packed: 0x48045A)=81              Bulk Dump/block[2]/BulkPatchParams/unknown1
0x12025C (packed: 0x48045C)=40              Bulk Dump/block[2]/BulkPatchParams/Pitch Coarse
0x12025E (packed: 0x48045E)=80              Bulk Dump/block[2]/BulkPatchParams/Pitch Fine
0x120260 (packed: 0x480460)=64              Bulk Dump/block[2]/BulkPatchParams/Level
0x120262 (packed: 0x480462)=40              Bulk Dump/block[2]/BulkPatchParams/Velocity
0x120264 (packed: 0x480464)=40              Bulk Dump/block[2]/BulkPatchParams/Velocity Shift
0x120266 (packed: 0x480466)=40              Bulk Dump/block[2]/BulkPatchParams/Panning
0x120268 (packed: 0x480468)=00              Bulk Dump/block[2]/BulkPatchParams/Note range low
0x12026A (packed: 0x48046A)=7F              Bulk Dump/block[2]/BulkPatchParams/Note range high
0x12026C (packed: 0x48046C)=00              Bulk Dump/block[2]/BulkPatchParams/Chorus Level
0x12026E (packed: 0x48046E)=28              Bulk Dump/block[2]/BulkPatchParams/Reverb Level
0x120270 (packed: 0x480470)=40              Bulk Dump/block[2]/BulkPatchParams/BulkToneParams/Vibrato Rate
0x120272 (packed: 0x480472)=40              Bulk Dump/block[2]/BulkPatchParams/BulkToneParams/Vibrato Depth
0x120274 (packed: 0x480474)=40              Bulk Dump/block[2]/BulkPatchParams/BulkToneParams/TVF Cutoff
0x120276 (packed: 0x480476)=40              Bulk Dump/block[2]/BulkPatchParams/BulkToneParams/TVF Resonance
0x120278 (packed: 0x480478)=40              Bulk Dump/block[2]/BulkPatchParams/BulkToneParams/Attack
0x12027A (packed: 0x48047A)=40              Bulk Dump/block[2]/BulkPatchParams/BulkToneParams/Decay
0x12027C (packed: 0x48047C)=40              Bulk Dump/block[2]/BulkPatchParams/BulkToneParams/Release
0x12027E (packed: 0x48047E)=40              Bulk Dump/block[2]/BulkPatchParams/BulkToneParams/Vibrato Delay
0x120280 (packed: 0x480500)=00              Bulk Dump/block[2]/BulkPatchParams/unknown
0x120282 (packed: 0x480502)=00              Bulk Dump/block[2]/BulkPatchParams/unknown
0x120284 (packed: 0x480504)=404040404040404040404040 Bulk Dump/block[2]/BulkPatchParams/Fine Tune
0x12029C (packed: 0x48051C)=10              Bulk Dump/block[2]/BulkPatchParams/CC1
0x12029E (packed: 0x48051E)=11              Bulk Dump/block[2]/BulkPatchParams/CC2
0x1202A0 (packed: 0x480520)=40              Bulk Dump/block[2]/BulkPatchParams/MOD/Pitch
0x1202A2 (packed: 0x480522)=40              Bulk Dump/block[2]/BulkPatchParams/MOD/TVF
0x1202A4 (packed: 0x480524)=40              Bulk Dump/block[2]/BulkPatchParams/MOD/TVA
0x1202A6 (packed: 0x480526)=00              Bulk Dump/block[2]/BulkPatchParams/MOD/reserved
0x1202A8 (packed: 0x480528)=40              Bulk Dump/block[2]/BulkPatchParams/MOD/LFO1/Rate
0x1202AA (packed: 0x48052A)=0A              Bulk Dump/block[2]/BulkPatchParams/MOD/LFO1/Pitch
0x1202AC (packed: 0x48052C)=00              Bulk Dump/block[2]/BulkPatchParams/MOD/LFO1/TVF
0x1202AE (packed: 0x48052E)=00              Bulk Dump/block[2]/BulkPatchParams/MOD/LFO1/TVA
0x1202B0 (packed: 0x480530)=40              Bulk Dump/block[2]/BulkPatchParams/MOD/LFO2/Rate
0x1202B2 (packed: 0x480532)=00              Bulk Dump/block[2]/BulkPatchParams/MOD/LFO2/Pitch
0x1202B4 (packed: 0x480534)=00              Bulk Dump/block[2]/BulkPatchParams/MOD/LFO2/TVF
0x1202B6 (packed: 0x480536)=00              Bulk Dump/block[2]/BulkPatchParams/MOD/LFO2/TVA
0x1202B8 (packed: 0x480538)=42              Bulk Dump/block[2]/BulkPatchParams/BEND/Pitch
0x1202BA (packed: 0x48053A)=40              Bulk Dump/block[2]/BulkPatchParams/BEND/TVF
0x1202BC (packed: 0x48053C)=40              Bulk Dump/block[2]/BulkPatchParams/BEND/TVA
0x1202BE (packed: 0x48053E)=00              Bulk Dump/block[2]/BulkPatchParams/BEND/reserved
0x1202C0 (packed: 0x480540)=40              Bulk Dump/block[2]/BulkPatchParams/BEND/LFO1/Rate
0x1202C2 (packed: 0x480542)=00              Bulk Dump/block[2]/BulkPatchParams/BEND/LFO1/Pitch
0x1202C4 (packed: 0x480544)=00              Bulk Dump/block[2]/BulkPatchParams/BEND/LFO1/TVF
0x1202C6 (packed: 0x480546)=00              Bulk Dump/block[2]/BulkPatchParams/BEND/LFO1/TVA
0x1202C8 (packed: 0x480548)=40              Bulk Dump/block[2]/BulkPatchParams/BEND/LFO2/Rate
0x1202CA (packed: 0x48054A)=00              Bulk Dump/block[2]/BulkPatchParams/BEND/LFO2/Pitch
0x1202CC (packed: 0x48054C)=00              Bulk Dump/block[2]/BulkPatchParams/BEND/LFO2/TVF
0x1202CE (packed: 0x48054E)=00              Bulk Dump/block[2]/BulkPatchParams/BEND/LFO2/TVA
0x1202D0 (packed: 0x480550)=40              Bulk Dump/block[2]/BulkPatchParams/CAF/Pitch
0x1202D2 (packed: 0x480552)=40              Bulk Dump/block[2]/BulkPatchParams/CAF/TVF
0x1202D4 (packed: 0x480554)=40              Bulk Dump/block[2]/BulkPatchParams/CAF/TVA
0x1202D6 (packed: 0x480556)=40              Bulk Dump/block[2]/BulkPatchParams/CAF/reserved
0x1202D8 (packed: 0x480558)=40              Bulk Dump/block[2]/BulkPatchParams/CAF/LFO1/Rate
0x1202DA (packed: 0x48055A)=00              Bulk Dump/block[2]/BulkPatchParams/CAF/LFO1/Pitch
0x1202DC (packed: 0x48055C)=00              Bulk Dump/block[2]/BulkPatchParams/CAF/LFO1/TVF
0x1202DE (packed: 0x48055E)=00              Bulk Dump/block[2]/BulkPatchParams/CAF/LFO1/TVA
0x1202E0 (packed: 0x480560)=40              Bulk Dump/block[2]/BulkPatchParams/CAF/LFO2/Rate
0x1202E2 (packed: 0x480562)=00              Bulk Dump/block[2]/BulkPatchParams/CAF/LFO2/Pitch
0x1202E4 (packed: 0x480564)=00              Bulk Dump/block[2]/BulkPatchParams/CAF/LFO2/TVF
0x1202E6 (packed: 0x480566)=00              Bulk Dump/block[2]/BulkPatchParams/CAF/LFO2/TVA
0x1202E8 (packed: 0x480568)=40              Bulk Dump/block[2]/BulkPatchParams/PAF/Pitch
0x1202EA (packed: 0x48056A)=40              Bulk Dump/block[2]/BulkPatchParams/PAF/TVF
0x1202EC (packed: 0x48056C)=40              Bulk Dump/block[2]/BulkPatchParams/PAF/TVA
0x1202EE (packed: 0x48056E)=40              Bulk Dump/block[2]/BulkPatchParams/PAF/reserved
0x1202F0 (packed: 0x480570)=40              Bulk Dump/block[2]/BulkPatchParams/PAF/LFO1/Rate
0x1202F2 (packed: 0x480572)=00              Bulk Dump/block[2]/BulkPatchParams/PAF/LFO1/Pitch
0x1202F4 (packed: 0x480574)=00              Bulk Dump/block[2]/BulkPatchParams/PAF/LFO1/TVF
0x1202F6 (packed: 0x480576)=00              Bulk Dump/block[2]/BulkPatchParams/PAF/LFO1/TVA
